Open,High,Low,Close,Adj Close,Volume,fear_greed_index
40552.31640625,40633.6796875,40078.42578125,40424.484375,40424.484375,16833150693,28.0
40417.77734375,40570.7265625,39620.89453125,39716.953125,39716.953125,19087633042,28.0
39721.203125,40986.3203125,38696.19140625,40826.21484375,40826.21484375,33705182072,24.0
40828.17578125,41672.9609375,40618.6328125,41502.75,41502.75,25303206547,27.0
41501.74609375,42126.30078125,40961.09765625,41374.37890625,41374.37890625,27819532341,27.0
41371.515625,42893.58203125,40063.828125,40527.36328125,40527.36328125,35372786395,27.0
40525.86328125,40777.7578125,39315.41796875,39740.3203125,39740.3203125,28011716745,26.0
39738.72265625,39935.859375,39352.203125,39486.73046875,39486.73046875,16138021249,24.0
39478.375,39845.92578125,39233.5390625,39469.29296875,39469.29296875,17964398167,24.0
39472.60546875,40491.75390625,38338.37890625,40458.30859375,40458.30859375,35445730570,23.0
40448.421875,40713.890625,37884.984375,38117.4609375,38117.4609375,34569088416,27.0
38120.30078125,39397.91796875,37997.3125,39241.12109375,39241.12109375,30981015184,21.0
39241.4296875,40269.46484375,38941.421875,39773.828125,39773.828125,33903704907,24.0
39768.6171875,39887.26953125,38235.53515625,38609.82421875,38609.82421875,30882994649,23.0
38605.859375,38771.2109375,37697.94140625,37714.875,37714.875,23895713731,20.0
37713.265625,38627.859375,37585.7890625,38469.09375,38469.09375,27002760110,22.0
38472.1875,39074.97265625,38156.5625,38529.328125,38529.328125,32922642426,28.0
38528.109375,38629.99609375,37585.62109375,37750.453125,37750.453125,27326943244,27.0
37748.01171875,39902.94921875,37732.05859375,39698.37109375,39698.37109375,36754404490,21.0
39695.74609375,39789.28125,35856.515625,36575.140625,36575.140625,43106256317,27.0
36573.18359375,36624.359375,35482.1328125,36040.921875,36040.921875,37795577489,22.0
36042.50390625,36129.92578125,34940.82421875,35501.953125,35501.953125,24375896406,23.0
35502.94140625,35502.94140625,33878.96484375,34059.265625,34059.265625,36763041910,18.0
34060.015625,34222.07421875,30296.953125,30296.953125,30296.953125,63355494961,11.0
30273.654296875,32596.30859375,29944.802734375,31022.90625,31022.90625,59811038817,10.0
31016.18359375,32013.40234375,28170.4140625,28936.35546875,28936.35546875,70388855818,12.0
28936.734375,30032.439453125,26350.490234375,29047.751953125,29047.751953125,66989173272,12.0
29030.91015625,30924.802734375,28782.330078125,29283.103515625,29283.103515625,42841124537,10.0
29285.642578125,30192.802734375,28702.91015625,30101.265625,30101.265625,28579868620,9.0
30098.5859375,31308.19140625,29527.740234375,31305.11328125,31305.11328125,25835372065,10.0
31304.375,31305.341796875,29251.884765625,29862.91796875,29862.91796875,32613897286,14.0
29862.408203125,30694.490234375,29570.302734375,30425.857421875,30425.857421875,29101473475,8.0
30424.478515625,30618.716796875,28720.271484375,28720.271484375,28720.271484375,31285268319,12.0
28720.359375,30430.751953125,28708.955078125,30314.333984375,30314.333984375,33773447707,13.0
30311.119140625,30664.9765625,28793.60546875,29200.740234375,29200.740234375,30749382605,13.0
29199.859375,29588.869140625,29027.39453125,29432.2265625,29432.2265625,17274840442,13.0
29432.47265625,30425.861328125,29275.18359375,30323.72265625,30323.72265625,21631532270,14.0
30309.396484375,30590.5859375,28975.560546875,29098.91015625,29098.91015625,31483454557,10.0
29101.125,29774.35546875,28786.58984375,29655.5859375,29655.5859375,26616506245,12.0
29653.134765625,30157.78515625,29384.94921875,29562.361328125,29562.361328125,27525063551,11.0
29564.77734375,29834.16015625,28261.90625,29267.224609375,29267.224609375,36774325352,12.0
29251.140625,29346.943359375,28326.61328125,28627.57421875,28627.57421875,36582005748,12.0
28622.625,28814.900390625,28554.56640625,28814.900390625,28814.900390625,35519577634,13.0
29019.8671875,29498.009765625,28841.107421875,29445.95703125,29445.95703125,18093886409,14.0
29443.365234375,31949.630859375,29303.572265625,31726.390625,31726.390625,39277993274,10.0
31723.865234375,32249.86328125,31286.154296875,31792.310546875,31792.310546875,33538210634,16.0
31792.5546875,31957.28515625,29501.587890625,29799.080078125,29799.080078125,41135817341,17.0
29794.890625,30604.734375,29652.705078125,30467.48828125,30467.48828125,29083562061,13.0
30467.806640625,30633.03515625,29375.689453125,29704.390625,29704.390625,26175547452,10.0
29706.138671875,29930.564453125,29500.005859375,29832.9140625,29832.9140625,16588370958,14.0
29835.1171875,30117.744140625,29574.44921875,29906.662109375,29906.662109375,17264085441,10.0
29910.283203125,31693.291015625,29894.1875,31370.671875,31370.671875,31947336829,13.0
31371.7421875,31489.68359375,29311.68359375,31155.478515625,31155.478515625,40770974039,15.0
31151.48046875,31253.69140625,29944.404296875,30214.35546875,30214.35546875,30242059107,17.0
30215.279296875,30609.310546875,30020.265625,30111.998046875,30111.998046875,21692004719,11.0
30110.330078125,30245.80859375,28978.146484375,29083.8046875,29083.8046875,29867476527,13.0
29084.666015625,29401.916015625,28236.212890625,28360.810546875,28360.810546875,27246574439,12.0
28373.513671875,28502.685546875,26762.6484375,26762.6484375,26762.6484375,34163220274,14.0
26737.578125,26795.58984375,22141.2578125,22487.388671875,22487.388671875,68204556440,11.0
22487.986328125,23018.951171875,20950.818359375,22206.79296875,22206.79296875,50913575242,8.0
22196.73046875,22642.671875,20178.376953125,22572.83984375,22572.83984375,54912007015,7.0
22576.3046875,22868.921875,20265.2265625,20381.650390625,20381.650390625,31183975654,7.0
20385.71875,21243.3125,20326.51953125,20471.482421875,20471.482421875,27132421514,9.0
20473.42578125,20736.041015625,17708.623046875,19017.642578125,19017.642578125,42009436760,6.0
19010.90234375,20683.822265625,18067.15234375,20553.271484375,20553.271484375,35329942625,6.0
20553.37109375,20913.322265625,19689.169921875,20599.537109375,20599.537109375,30818458597,9.0
20594.294921875,21620.62890625,20415.0625,20710.59765625,20710.59765625,28970212744,9.0
20719.4140625,20835.75,19848.078125,19987.029296875,19987.029296875,28574793478,11.0
19986.607421875,21135.76171875,19950.1171875,21085.876953125,21085.876953125,26188097173,11.0
21084.6484375,21472.91796875,20777.51171875,21231.65625,21231.65625,24957784918,11.0
21233.609375,21520.9140625,20964.5859375,21502.337890625,21502.337890625,18372538715,14.0
21496.494140625,21783.724609375,21016.26953125,21027.294921875,21027.294921875,18027170497,14.0
21028.23828125,21478.08984375,20620.19921875,20735.478515625,20735.478515625,20965695707,12.0
20731.544921875,21164.423828125,20228.8125,20280.634765625,20280.634765625,21381535161,10.0
20281.169921875,20364.15625,19937.791015625,20104.0234375,20104.0234375,23552740328,13.0
20108.3125,20141.16015625,18729.65625,19784.7265625,19784.7265625,26267239923,11.0
19820.470703125,20632.671875,19073.708984375,19269.3671875,19269.3671875,30767551159,11.0
19274.8359375,19371.748046875,19027.08203125,19242.255859375,19242.255859375,18100418740,14.0
19242.095703125,19558.26953125,18966.951171875,19297.076171875,19297.076171875,16390821947,11.0
19297.314453125,20258.748046875,19063.06640625,20231.26171875,20231.26171875,21594638208,14.0
20225.353515625,20635.466796875,19341.232421875,20190.115234375,20190.115234375,26715546990,19.0
20194.619140625,20595.529296875,19823.51171875,20548.24609375,20548.24609375,24598943708,18.0
20547.814453125,21771.81640625,20296.103515625,21637.587890625,21637.587890625,25814972520,18.0
21637.154296875,22314.94140625,21257.453125,21731.1171875,21731.1171875,49899834488,20.0
21716.828125,21877.138671875,21445.95703125,21592.20703125,21592.20703125,29641127858,24.0
21591.080078125,21591.080078125,20727.123046875,20860.44921875,20860.44921875,28688807249,24.0
20856.353515625,20856.353515625,19924.5390625,19970.556640625,19970.556640625,24150249025,22.0
19970.474609375,20043.4453125,19308.53125,19323.9140625,19323.9140625,25810220018,16.0
19325.97265625,20223.052734375,18999.953125,20212.07421875,20212.07421875,33042430345,15.0
20211.466796875,20789.89453125,19689.2578125,20569.919921875,20569.919921875,31158743333,18.0
20573.15625,21138.244140625,20397.0,20836.328125,20836.328125,25905575359,15.0
20834.103515625,21514.404296875,20518.8984375,21190.31640625,21190.31640625,24302954056,21.0
21195.041015625,21600.640625,20778.1796875,20779.34375,20779.34375,22927802083,24.0
20781.912109375,22633.033203125,20781.912109375,22485.689453125,22485.689453125,39974475562,20.0
22467.849609375,23666.962890625,21683.40625,23389.43359375,23389.43359375,48765202697,30.0
23393.19140625,24196.818359375,23009.94921875,23231.732421875,23231.732421875,42932549127,31.0
23233.201171875,23388.322265625,22431.1484375,23164.62890625,23164.62890625,33631012204,34.0
23163.751953125,23671.927734375,22603.416015625,22714.978515625,22714.978515625,31421555646,33.0
22706.984375,22977.2109375,22002.91015625,22465.478515625,22465.478515625,24021799169,31.0
22465.509765625,22974.001953125,22306.83984375,22609.1640625,22609.1640625,23565495303,30.0
22607.15625,22649.12109375,21361.642578125,21361.701171875,21361.701171875,35574561406,30.0
21361.12109375,21361.12109375,20776.81640625,21239.75390625,21239.75390625,28624673855,26.0
21244.169921875,22986.529296875,21070.806640625,22930.548828125,22930.548828125,31758955233,28.0
22933.640625,24110.470703125,22722.265625,23843.88671875,23843.88671875,40212386158,32.0
23845.212890625,24294.787109375,23481.173828125,23804.6328125,23804.6328125,35887249746,39.0
23796.818359375,24572.580078125,23580.5078125,23656.20703125,23656.20703125,28148218301,42.0
23652.0703125,24121.642578125,23275.703125,23336.896484375,23336.896484375,23553591896,39.0
23336.71875,23464.787109375,22890.796875,23314.19921875,23314.19921875,25849159141,33.0
23308.43359375,23415.041015625,22710.083984375,22978.1171875,22978.1171875,28389250717,31.0
22981.302734375,23578.650390625,22747.8359375,22846.5078125,22846.5078125,26288169966,34.0
22848.21484375,23198.009765625,22485.701171875,22630.95703125,22630.95703125,25120229769,30.0
22626.833984375,23422.828125,22612.177734375,23289.314453125,23289.314453125,28881249043,31.0
23291.423828125,23326.5625,22961.279296875,22961.279296875,22961.279296875,15978259885,31.0
22963.505859375,23359.009765625,22894.556640625,23175.890625,23175.890625,15886817043,30.0
23179.52734375,24203.689453125,23176.546875,23809.486328125,23809.486328125,28575544847,30.0
23811.484375,23898.615234375,22982.0,23164.318359375,23164.318359375,23555719219,42.0
23162.8984375,24127.4140625,22771.51953125,23947.642578125,23947.642578125,32837431722,31.0
23948.345703125,24822.62890625,23900.99609375,23957.529296875,23957.529296875,37127036580,41.0
23957.203125,24412.56640625,23657.265625,24402.818359375,24402.818359375,27265804688,42.0
24402.1875,24860.05078125,24346.115234375,24424.068359375,24424.068359375,22987346289,46.0
24429.056640625,24974.9140625,24206.259765625,24319.333984375,24319.333984375,22994133555,47.0
24318.31640625,25135.58984375,23839.775390625,24136.97265625,24136.97265625,35123501685,45.0
24126.13671875,24228.416015625,23733.5,23883.291015625,23883.291015625,27753685646,44.0
23881.31640625,24407.05859375,23243.353515625,23335.998046875,23335.998046875,30931623076,41.0
23341.0390625,23563.83203125,23177.6015625,23212.73828125,23212.73828125,23747613147,30.0
23213.3125,23213.3125,20868.84765625,20877.552734375,20877.552734375,40509610260,33.0
20872.841796875,21350.806640625,20856.73046875,21166.060546875,21166.060546875,27595671000,29.0
21160.392578125,21668.845703125,21103.197265625,21534.12109375,21534.12109375,23102307723,27.0
21531.462890625,21531.462890625,20939.18359375,21398.908203125,21398.908203125,31666498758,29.0
21401.044921875,21646.203125,20955.138671875,21528.087890625,21528.087890625,31878280659,28.0
21526.455078125,21783.076171875,21195.005859375,21395.01953125,21395.01953125,31962253368,25.0
21395.458984375,21789.63671875,21362.44140625,21600.904296875,21600.904296875,31028679593,25.0
21596.0859375,21804.908203125,20199.482421875,20260.01953125,20260.01953125,42326789564,27.0
20262.48046875,20340.775390625,19890.5234375,20041.73828125,20041.73828125,30116729776,28.0
20041.03515625,20139.0546875,19616.814453125,19616.814453125,19616.814453125,24366810591,28.0
19615.154296875,20357.462890625,19600.78515625,20297.994140625,20297.994140625,32637854078,24.0
20298.611328125,20542.64453125,19617.640625,19796.80859375,19796.80859375,34483360283,27.0
19799.58203125,20420.990234375,19799.58203125,20049.763671875,20049.763671875,33225232872,23.0
20050.498046875,20198.390625,19653.96875,20127.140625,20127.140625,30182031010,20.0
20126.072265625,20401.568359375,19814.765625,19969.771484375,19969.771484375,29123998928,25.0
19969.71875,20037.009765625,19698.35546875,19832.087890625,19832.087890625,23613051457,21.0
19832.470703125,19999.689453125,19636.81640625,19986.712890625,19986.712890625,25245861652,20.0
19988.7890625,20031.16015625,19673.046875,19812.37109375,19812.37109375,28813460025,23.0
19817.724609375,20155.26953125,18800.171875,18837.66796875,18837.66796875,43403978910,22.0
18837.68359375,19427.171875,18644.466796875,19290.32421875,19290.32421875,35239757134,24.0
19289.94140625,19417.3515625,19076.71484375,19329.833984375,19329.833984375,32194477850,20.0
19328.140625,21439.41015625,19310.962890625,21381.15234375,21381.15234375,48469528171,22.0
21376.912109375,21760.275390625,21168.72265625,21680.5390625,21680.5390625,36913738894,28.0
21678.54296875,21770.552734375,21406.9453125,21769.255859375,21769.255859375,34493951963,26.0
21770.1484375,22439.181640625,21603.896484375,22370.44921875,22370.44921875,50212088965,25.0
22371.48046875,22673.8203125,20062.669921875,20296.70703125,20296.70703125,51091116622,34.0
20184.5546875,20467.201171875,19793.396484375,20241.08984375,20241.08984375,37872380889,27.0
20242.2890625,20318.166015625,19636.734375,19701.2109375,19701.2109375,36389011503,28.0
19704.005859375,19870.62890625,19400.076171875,19772.583984375,19772.583984375,30123362273,20.0
19777.033203125,20162.53125,19777.033203125,20127.576171875,20127.576171875,24957448100,22.0
20127.234375,20127.234375,19387.4921875,19419.505859375,19419.505859375,31254779144,27.0
19418.572265625,19639.48046875,18390.318359375,19544.12890625,19544.12890625,40177002624,21.0
19545.591796875,19602.45703125,18813.455078125,18890.7890625,18890.7890625,36791346508,23.0
18891.283203125,19674.630859375,18290.314453125,18547.400390625,18547.400390625,46363793975,23.0
18534.650390625,19456.91015625,18415.591796875,19413.55078125,19413.55078125,41135767926,22.0
19412.400390625,19464.671875,18617.552734375,19297.638671875,19297.638671875,38896078052,20.0
19296.990234375,19310.197265625,18861.974609375,18937.01171875,18937.01171875,26149643168,24.0
18936.310546875,19134.732421875,18696.46875,18802.09765625,18802.09765625,23359966112,24.0
18803.900390625,19274.873046875,18721.28515625,19222.671875,19222.671875,44148798321,21.0
19221.83984375,20338.455078125,18915.66796875,19110.546875,19110.546875,58571439619,20.0
19104.62109375,19688.34375,18553.296875,19426.720703125,19426.720703125,53071298734,20.0
19427.779296875,19589.265625,18924.353515625,19573.05078125,19573.05078125,41037843771,22.0
19573.431640625,20109.849609375,19265.662109375,19431.7890625,19431.7890625,43975248085,21.0
19431.10546875,19471.154296875,19231.08203125,19312.095703125,19312.095703125,18719537670,20.0
19311.849609375,19370.30859375,18970.62109375,19044.107421875,19044.107421875,20765955327,24.0
19044.068359375,19653.54296875,19025.2265625,19623.580078125,19623.580078125,30484729489,24.0
19623.583984375,20380.34375,19523.83984375,20336.84375,20336.84375,35887278685,20.0
20335.900390625,20343.748046875,19801.80078125,20160.716796875,20160.716796875,33223790572,25.0
20161.0390625,20408.392578125,19900.087890625,19955.443359375,19955.443359375,34711412966,26.0
19957.55859375,20041.0859375,19395.79296875,19546.849609375,19546.849609375,29227315390,23.0
19546.328125,19601.6953125,19299.4140625,19416.568359375,19416.568359375,16437423167,24.0
19417.478515625,19542.5390625,19349.259765625,19446.42578125,19446.42578125,16837262532,22.0
19446.416015625,19515.466796875,19102.978515625,19141.484375,19141.484375,27425022774,22.0
19139.0,19241.9609375,18925.603515625,19051.41796875,19051.41796875,28711532910,24.0
19052.646484375,19203.19921875,19029.7578125,19157.4453125,19157.4453125,24950173846,20.0
19156.966796875,19453.328125,18319.822265625,19382.904296875,19382.904296875,44219840004,20.0
